variant,venue_key,query_id,primary_probe,elapsed_s,timed_out,error,synth_outcome,gap_ran,specialists_dispatched,p1_urls,p1_unique_domains,p1_top_domain,p1_top_domain_share,p1_category_count,p1_categories,final_urls,final_unique_domains,final_top_domain,final_top_domain_share,final_category_count,final_categories,wall_brand_count,wall_brands,has_google_maps_pill,has_google_reviews_pill,has_tripadvisor_pill,tokens_total,tokens_prompt,tokens_candidates,tool_call_counts,faithfulness,completeness,specificity,investigative_stance,judge_error
V2_1,bar_leon,q1_openings_closings,True,251.12,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing",39,19,trojmiasto.pl,0.282,3,community;consumer_platforms;local_press,37,18,trojmiasto.pl,0.297,3,community;consumer_platforms;local_press,1,Glovo,True,False,False,174784,134232,8434,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""fetch_web_content"": 2}",2,5,3,5,
V2_1,bar_leon,q2_closures_lessons,True,271.13,False,,ok,False,"guest_intelligence,market_landscape,marketing_digital,menu_pricing,review_analyst",50,22,trojmiasto.pl,0.24,3,community;consumer_platforms;local_press,50,22,trojmiasto.pl,0.24,3,community;consumer_platforms;local_press,2,TripAdvisor;Glovo,True,True,True,205063,157739,9805,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 3, ""find_tripadvisor_restaurant"": 3, ""get_tripadvisor_reviews"": 1}",4,5,5,5,
V2_1,bar_leon,q3_price_comparison,True,253.92,False,,ok,False,"guest_intelligence,marketing_digital,menu_pricing,review_analyst",35,24,trojmiasto.pl,0.086,4,community;consumer_platforms;influencers_blogs;local_press,34,23,trojmiasto.pl,0.088,4,community;consumer_platforms;influencers_blogs;local_press,2,TripAdvisor;Wolt,True,True,True,229687,185770,9477,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 6, ""find_tripadvisor_restaurant"": 1, ""fetch_web_content"": 1, ""get_tripadvisor_reviews"": 1}",2,5,3,5,
V2_1,bar_leon,q4_sentiment_themes,False,161.45,False,,ok,False,"guest_intelligence,review_analyst",3,2,google.com,0.667,1,consumer_platforms,3,2,google.com,0.667,1,consumer_platforms,1,TripAdvisor,True,True,True,177988,161555,6770,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 5, ""get_tripadvisor_reviews"": 1}",3,5,3,4,
V2_1,bar_leon,q5_thriving_formats,False,166.15,False,,ok,False,"guest_intelligence,location_traffic,market_landscape,menu_pricing,review_analyst",60,39,trojmiasto.pl,0.183,5,commercial_listings;community;consumer_platforms;industry;local_press,60,39,trojmiasto.pl,0.183,5,commercial_listings;community;consumer_platforms;industry;local_press,2,TripAdvisor;Wolt,True,True,True,235765,202019,10794,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 5, ""get_tripadvisor_reviews"": 4}",4,5,5,5,
V2_1,bar_leon,q6_market_saturation,False,181.85,False,,ok,False,"dynamic_researcher_1,location_traffic,market_landscape,menu_pricing",33,27,trojmiasto.pl,0.121,5,commercial_listings;community;consumer_platforms;influencers_blogs;local_press,33,27,trojmiasto.pl,0.121,5,commercial_listings;community;consumer_platforms;influencers_blogs;local_press,1,Glovo,True,False,False,167748,132664,8476,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",4,5,5,5,
V2_1,bar_leon,q7_market_performance,False,202.45,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing",35,20,trojmiasto.pl,0.371,3,community;consumer_platforms;local_press,35,20,trojmiasto.pl,0.371,3,community;consumer_platforms;local_press,1,Wolt,True,False,False,183001,136727,9175,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",5,5,5,5,
V2_1,bar_leon,q8_wage_benchmarks,False,163.11,False,,ok,False,"dynamic_researcher_1,guest_intelligence,operations",51,28,jooble.org,0.176,4,commercial_listings;community;influencers_blogs;local_press,51,28,jooble.org,0.176,4,commercial_listings;community;influencers_blogs;local_press,0,,True,False,False,68923,35644,7326,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,1,5,
V2_1,monsun,q1_openings_closings,True,225.17,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing",18,11,trojmiasto.pl,0.278,4,commercial_listings;community;consumer_platforms;local_press,17,10,trojmiasto.pl,0.294,4,commercial_listings;community;consumer_platforms;local_press,1,Uber Eats,True,False,False,149605,105769,8060,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""fetch_web_content"": 1}",2,5,3,5,
V2_1,monsun,q2_closures_lessons,True,242.53,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing",14,6,trojmiasto.pl,0.571,1,community,13,5,trojmiasto.pl,0.615,1,community,0,,True,False,False,130174,92124,7803,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""fetch_web_content"": 2}",5,5,5,5,
